14:18:49 06/23/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=1.3.6.1.4.1.11307.10	var3=1.3.6.1.4.1.11307	var4=Test trap at 14:18
14:42:51 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:52 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:53 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:54 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:55 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:56 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:56 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:57 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:58 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:42:59 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:43:00 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:43:01 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:43:02 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:43:03 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:43:04 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:43:05 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:43:06 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
14:43:06 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
16:47:21 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
17:51:35 06/24/2009	from=192.168.2.229:0	oid= n/a	trap= n/a	specific= n/a	traptime=n/a	community=public	agent=192.168.2.229	version= v2c	var1=0 days, 0:0:0.0	var2=Time:2009-6-24 14:35	var3=1.3.6.1.4.1.11307
